"hg1";"hg2";"distance"
"C7+16051";"C7+16051";"0"
"C7a";"C7a";"0"
"C7a1";"C7a1";"0"
"C7a1a";"C7a1";"1"
"C7a1a1";"C7a1";"2"
"C7a1a2";"C7a1a2";"0"
"C7a1c";"C7a1";"1"
"C7a1d";"C7a1d";"0"
"C7a2";"C7a";"1"
"C7a2a";"C7a2a";"0"
"C7b";"C7b";"0"
"CZ";"M8";"1"
"D";"M9";"3"
"D+16189";"M9";"4"
"D1";"D4";"1"
"D1*1";"D1*1";"0"
"D1*2";"D1*2";"0"
"D1*3";"D4";"2"
"D1*4";"D4";"2"
"D1a";"D1a";"0"
"D1a*";"D1a*";"0"
"D1a1";"D1a1";"0"
"D1a2";"D1a2";"0"
"D1b";"D4";"2"
"D1c";"D4";"2"
"D1d";"D1d";"0"
"D1d1";"D1d1";"0"
"D1d2";"D1d";"1"
"D1d2*";"D1d2*";"0"
"D1e";"D1e";"0"
"D1f";"D4";"2"
"D1f+16189";"D4";"3"
"D1f1";"D1f1";"0"
"D1f1*";"D1f1*";"0"
"D1f2";"D1f2";"0"
"D1f3";"D1f3";"0"
"D1f3*";"D1f3";"1"
"D1g";"D4";"2"
"D1g+16189";"D4";"3"
"D1g1";"D1g1";"0"
"D1g1a";"D1g1a";"0"
"D1g1b";"D1g1";"1"
"D1g2";"D4";"4"
"D1g2*1";"D1g2*1";"0"
"D1g2*2";"D4";"5"
"D1g2a";"D1g2a";"0"
"D1g3";"D1g3";"0"
"D1g4";"D1g4";"0"
"D1g4*";"D1g4";"1"
"D1g5";"D1g5";"0"
"D1g6";"D4";"3"
"D1h";"D4";"2"
"D1h*";"D1h*";"0"
"D1h1";"D1h1";"0"
"D1h2";"D1h2";"0"
"D1i";"D1i";"0"
"D1i1";"D1i";"1"
"D1i2";"D1i2";"0"
"D1j";"D4";"2"
"D1j1";"D4";"3"
"D1j1*";"D1j1*";"0"
"D1j1a";"D1j1a";"0"
"D1j1a1";"D1j1a";"1"
"D1j1a2";"D1j1a2";"0"
"D1k";"D4";"2"
"D1m";"D1m";"0"
"D1n";"D1n";"0"
"D2";"D2";"0"
"D2a";"D2a";"0"
"D2a'b";"D2";"1"
"D2a1";"D2a1";"0"
"D2a1a";"D2a1";"1"
"D2a1b";"D2a1";"1"
"D2a2";"D2a2";"0"
"D2b";"D2";"2"
"D2b1";"D2";"3"
"D2b1a";"D2b1a";"0"
"D2b2";"D2b2";"0"
"D2c";"D2c";"0"
"D3";"D3";"0"
"D4";"D4";"0"
"D4+195";"D4";"1"
"D4a";"D4a";"0"
"D4a+16294";"D4a";"1"
"D4a1";"D4a1";"0"
"D4a1a";"D4a1";"1"
"D4a1a1";"D4a1a1";"0"
"D4a1a1a";"D4a1a1";"1"
"D4a1b";"D4a1b";"0"
"D4a1b1";"D4a1b";"1"
"D4a1c";"D4a1";"1"
"D4a1d";"D4a1";"1"
"D4a1e";"D4a1e";"0"
"D4a1e1";"D4a1e";"1"
"D4a1f";"D4a1";"1"
"D4a1f1";"D4a1";"2"
"D4a1g";"D4a1";"1"
"D4a1h";"D4a1h";"0"
"D4a2";"D4a";"1"
"D4a2a";"D4a2a";"0"
"D4a2b";"D4a";"2"
"D4a3";"D4a3";"0"
"D4a3a";"D4a3a";"0"
"D4a3a1";"D4a3a1";"0"
"D4a3a2";"D4a3a2";"0"
"D4a3b";"D4a3";"1"
"D4a3b1";"D4a3b1";"0"
"D4a3b2";"D4a3";"2"
"D4a3b2*";"D4a3";"3"
"D4a4";"D4a";"2"
"D4a5";"D4a5";"0"
"D4a6";"D4a6";"0"
"D4a7";"D4a7";"0"
"D4a7*";"D4a7";"1"
"D4a8";"D4a";"1"
"D4b";"D4b";"0"
"D4b1";"D4b1";"0"
"D4b1a";"D4b1a";"0"
"D4b1a1";"D4b1a1";"0"
"D4b1a1a";"D4b1a1";"1"
"D4b1a2";"D4b1a";"1"
"D4b1a2a";"D4b1a";"2"
"D4b1a2a1";"D4b1a";"3"
"D4b1a2a1*1";"D4b1a";"4"
"D4b1a2a1*2";"D4b1a2a1*2";"0"
"D4b1a2a1*3";"D4b1a";"4"
"D4b1a2a2";"D4b1a2a2";"0"
"D4b1b";"D4b1";"2"
"D4b1b'd";"D4b1";"1"
"D4b1b*";"D4b1";"3"
"D4b1b1";"D4b1";"3"
"D4b1b1a";"D4b1b1a";"0"
"D4b1b1a1";"D4b1b1a1";"0"
"D4b1b2";"D4b1";"3"
"D4b1b2*";"D4b1b2*";"0"
"D4b1c";"D4b1c";"0"
"D4b1d";"D4b1d";"0"
"D4b2";"D4b2";"0"
"D4b2a";"D4b2";"1"
"D4b2a1";"D4b2a1";"0"
"D4b2a2";"D4b2";"2"
"D4b2a2a";"D4b2";"3"
"D4b2a2a1";"D4b2";"4"
"D4b2a2a2";"D4b2";"4"
"D4b2a2b";"D4b2";"3"
"D4b2b";"D4b2";"1"
"D4b2b*1";"D4b2";"2"
"D4b2b*2";"D4b2b*2";"0"
"D4b2b1";"D4b2";"2"
"D4b2b1+146";"D4b2";"3"
"D4b2b1a";"D4b2b1a";"0"
"D4b2b1b";"D4b2";"3"
"D4b2b1c";"D4b2";"3"
"D4b2b1d";"D4b2";"4"
"D4b2b2";"D4b2b2";"0"
"D4b2b2a";"D4b2b2";"1"
"D4b2b2a*";"D4b2b2";"2"
"D4b2b2a1";"D4b2b2";"2"
"D4b2b2b";"D4b2b2";"1"
"D4b2b2c";"D4b2b2c";"0"
"D4b2b3";"D4b2b3";"0"
"D4b2b4";"D4b2";"2"
"D4b2b4*";"D4b2b4*";"0"
"D4b2b5";"D4b2";"2"
"D4b2b5*1";"D4b2";"3"
"D4b2b5*2";"D4b2b5*2";"0"
"D4b2b6";"D4b2b6";"0"
"D4b2b7";"D4b2";"2"
"D4b2d";"D4b2";"1"
"D4c";"D4";"1"
"D4c1";"D4";"2"
"D4c1a";"D4c1a";"0"
"D4c1a1";"D4c1a1";"0"
"D4c1b";"D4";"3"
"D4c1b1";"D4";"4"
"D4c1b2";"D4";"4"
"D4c2";"D4";"2"
"D4c2a";"D4c2a";"0"
"D4c2b";"D4";"3"
"D4c2c";"D4";"3"
"D4d";"D4d";"0"
"D4e";"D4e";"0"
"D4e1";"D4e1";"0"
"D4e1'3";"D4e";"1"
"D4e1a";"D4e1a";"0"
"D4e1a*1";"D4e1a*1";"0"
"D4e1a*2";"D4e1a*2";"0"
"D4e1a1";"D4e1a";"1"
"D4e1a2";"D4e1a";"1"
"D4e1a2a";"D4e1a";"2"
"D4e1a3";"D4e1a";"1"
"D4e1c";"D4e1";"1"
"D4e2";"D4e";"1"
"D4e2a";"D4e";"2"
"D4e2b";"D4e2b";"0"
"D4e2c";"D4e2c";"0"
"D4e2d";"D4e";"2"
"D4e3";"D4e3";"0"
"D4e4";"D4e";"1"
"D4e4a";"D4e";"2"
"D4e4a*";"D4e";"3"
"D4e4a1";"D4e";"3"
"D4e4b";"D4e4b";"0"
"D4e5";"D4e";"1"
"D4e5a";"D4e";"2"
"D4e5b";"D4e";"2"
"D4f";"D4";"1"
"D4f1";"D4";"2"
"D4g";"D4";"1"
"D4g1";"D4g1";"0"
"D4g1a";"D4g1a";"0"
"D4g1b";"D4g1b";"0"
"D4g1c";"D4g1";"1"
"D4g2";"D4";"2"
"D4g2a";"D4";"3"
"D4g2a1";"D4";"4"
"D4g2a1*";"D4g2a1*";"0"
"D4g2a1a";"D4";"5"
"D4g2a1b";"D4";"5"
"D4g2a1c";"D4";"5"
"D4g2b";"D4";"3"
"D4g2b1";"D4";"4"
"D4g2b1a";"D4g2b1a";"0"
"D4h";"D4h";"0"
"D4h1";"D4h1";"0"
"D4h1a";"D4h1a";"0"
"D4h1a1";"D4h1a1";"0"
"D4h1a2";"D4h1a2";"0"
"D4h1b";"D4h1";"1"
"D4h1c";"D4h1c";"0"
"D4h1c1";"D4h1c1";"0"
"D4h1d";"D4h1d";"0"
"D4h2";"D4h2";"0"
"D4h3";"D4h3";"0"
"D4h3a";"D4h3a";"0"
"D4h3a*1";"D4h3a";"1"
"D4h3a*2";"D4h3a*2";"0"
"D4h3a+@152";"D4h3a";"1"
"D4h3a+@152*";"D4h3a+@152*";"0"
"D4h3a1";"D4h3a1";"0"
"D4h3a1a";"D4h3a1a";"0"
"D4h3a1a1";"D4h3a1a";"1"
"D4h3a1a2";"D4h3a1a2";"0"
"D4h3a2";"D4h3a2";"0"
"D4h3a2*";"D4h3a2";"1"
"D4h3a3";"D4h3a";"1"
"D4h3a3a";"D4h3a";"2"
"D4h3a3a*1";"D4h3a3a*1";"0"
"D4h3a3a*2";"D4h3a3a*2";"0"
"D4h3a4";"D4h3a";"1"
"D4h3a5";"D4h3a";"1"
"D4h3a5*";"D4h3a5*";"0"
"D4h3a6";"D4h3a6";"0"
"D4h3a7";"D4h3a";"2"
"D4h3a8";"D4h3a8";"0"
"D4h3a9";"D4h3a3a*2";"5"
"D4h3b";"D4h3b";"0"
"D4h4";"D4h";"1"
"D4h4a";"D4h4a";"0"
"D4i";"D4";"1"
"D4i1";"D4";"2"
"D4i2";"D4";"2"
"D4i2*";"D4";"3"
"D4i3";"D4";"2"
"D4j";"D4j";"0"
"D4j+(16286)";"D4j";"1"
"D4j+146";"D4j";"1"
"D4j+16311";"D4j";"1"
"D4j1";"D4j";"1"
"D4j10";"D4j";"1"
"D4j11";"D4j11";"0"
"D4j12";"D4j";"1"
"D4j13";"D4j13";"0"
"D4j14";"D4j14";"0"
"D4j15";"D4j";"1"
"D4j15*";"D4j15*";"0"
"D4j16";"D4j16";"0"
"D4j1a";"D4j1a";"0"
"D4j1a1";"D4j1a";"1"
"D4j1a1a";"D4j1a";"2"
"D4j1a1b";"D4j1a";"2"
"D4j1a1b*";"D4j1a";"3"
"D4j1a2";"D4j1a";"1"
"D4j1b";"D4j";"2"
"D4j1b2";"D4j";"3"
"D4j2";"D4j2";"0"
"D4j2a";"D4j2a";"0"
"D4j3";"D4j";"2"
"D4j3*";"D4j3*";"0"
"D4j3a";"D4j3a";"0"
"D4j3a*";"D4j3a*";"0"
"D4j3a1";"D4j3a";"1"
"D4j4";"D4j";"1"
"D4j4a";"D4j";"2"
"D4j5";"D4j5";"0"
"D4j5a";"D4j5";"1"
"D4j6";"D4j";"2"
"D4j7";"D4j";"1"
"D4j7a";"D4j7a";"0"
"D4j8";"D4j8";"0"
"D4j8*";"D4j8*";"0"
"D4j9";"D4j";"2"
"D4k";"D4k";"0"
"D4k*";"D4k";"1"
"D4l";"D4";"1"
"D4l1";"D4l1";"0"
"D4l1a";"D4l1a";"0"
"D4l1a1";"D4l1a";"1"
"D4l2";"D4l2";"0"
"D4l2a";"D4l2a";"0"
"D4l2a1";"D4l2a1";"0"
"D4l2a2";"D4l2a";"1"
"D4l2b";"D4l2";"1"
"D4m";"D4m";"0"
"D4m1";"D4m1";"0"
"D4m2";"D4m2";"0"
"D4m2a";"D4m2";"1"
"D4m2a1";"D4m2";"2"
"D4m2a1a";"D4m2";"3"
"D4n";"D4n";"0"
"D4n1";"D4n1";"0"
"D4n1a";"D4n1a";"0"
"D4n2";"D4n";"1"
"D4n2*";"D4n";"2"
"D4o";"D4";"2"
"D4o1";"D4o1";"0"
"D4o1a";"D4o1";"1"
"D4o2";"D4";"3"
"D4o2a";"D4";"4"
"D4o2a*";"D4o2a*";"0"
"D4o2a1";"D4";"5"
"D4p";"D4";"2"
"D4p1";"D4";"3"
"D4q";"D4";"1"
"D4q*";"D4q*";"0"
"D4q1";"D4";"2"
"D4q1a";"D4q1a";"0"
"D4s";"D4";"1"
"D4t";"D4t";"0"
"D5";"D5";"0"
"D5a";"D5a";"0"
"D5a'b";"D5a'b";"0"
"D5a1";"D5a1";"0"
"D5a1a";"D5a1a";"0"
"D5a1a1";"D5a1a";"1"
"D5a1a2";"D5a1a";"1"
"D5a2";"D5a2";"0"
"D5a2a";"D5a2";"1"
"D5a2a+16092";"D5a2";"2"
"D5a2a1";"D5a2";"3"
"D5a2a1*";"D5a2a1*";"0"
"D5a2a1+@16172";"D5a2";"4"
"D5a2a1a";"D5a2a1a";"0"
"D5a2a1a1";"D5a2a1a1";"0"
"D5a2a1a1a";"D5a2a1a1a";"0"
"D5a2a1a2";"D5a2a1a";"1"
"D5a2a1b";"D5a2";"4"
"D5a2a1b*";"D5a2a1b*";"0"
"D5a2a1b1";"D5a2";"5"
"D5a2a2";"D5a2";"3"
"D5a2b";"D5a2";"1"
"D5a3";"D5a";"1"
"D5a3a";"D5a";"2"
"D5a3a1";"D5a";"3"
"D5a3a1*";"D5a3a1*";"0"
"D5a3a1a";"D5a3a1a";"0"
"D5b";"D5b";"0"
"D5b1";"D5b1";"0"
"D5b1a";"D5b1a";"0"
"D5b1a1";"D5b1a";"1"
"D5b1a2";"D5b1a2";"0"
"D5b1b";"D5b1";"1"
"D5b1b*";"D5b1";"2"
"D5b1b1";"D5b1b1";"0"
"D5b1b2";"D5b1";"2"
"D5b1c";"D5b1";"1"
"D5b1c1";"D5b1";"2"
"D5b1c1a";"D5b1";"3"
"D5b1d";"D5b1";"1"
"D5b2";"D5b2";"0"
"D5b3";"D5b";"1"
"D5b3a";"D5b";"2"
"D5b3a1";"D5b";"3"
"D5b4";"D5b4";"0"
"D5c";"D5c";"0"
"D5c+16311";"D5c";"1"
"D5c1";"D5c1";"0"
"D5c1a";"D5c1a";"0"
"D5c2";"D5c2";"0"
"D6";"D6";"0"
"D6a";"D6";"1"
"D6a1";"D6";"2"
"D6a1a";"D6a1a";"0"
"D6a1a*";"D6a1a";"1"
"D6a2";"D6a2";"0"
"D6c";"D6c";"0"
"D6c1";"D6c";"1"
"D6c1a";"D6c1a";"0"
"E";"E";"0"
"E1";"E";"1"
"E1a";"E1a";"0"
"E1a1";"E1a";"1"
"E1a1a";"E1a1a";"0"
"E1a1a1";"E1a1a";"1"
"E1a1a1*";"E1a1a1*";"0"
"E1a1a1a";"E1a1a";"2"
"E1a1a1a*";"E1a1a1a*";"0"
"E1a1a1b";"E1a1a";"2"
"E1a1a1b1";"E1a1a";"3"
"E1a1a1b2";"E1a1a";"3"
"E1a1a1c";"E1a1a";"2"
"E1a1b";"E1a";"2"
"E1a1b*";"E1a";"3"
"E1a1b1";"E1a1b1";"0"
"E1a1b2";"E1a";"3"
"E1a1b3";"E1a";"3"
"E1a1b4";"E1a";"3"
"E1a1c";"E1a";"2"
"E1a2";"E1a2";"0"
"E1a2+(16261)";"E1a2";"1"
"E1a2+(16261)*";"E1a2+(16261)*";"0"
"E1a2a";"E1a2";"2"
"E1a2a1";"E1a2";"3"
"E1a2a2";"E1a2";"3"
"E1a2a3";"E1a2";"3"
"E1a2a4";"E1a2";"3"
"E2";"E2";"0"
"E2a";"E2";"1"
"E2a1";"E2";"2"
"E2a1a";"E2a1a";"0"
"E2a2";"E2";"2"
"E2b";"E2b";"0"
"E2b*";"E2b";"1"
"E2b1";"E2b";"1"
"E2b2";"E2b";"1"
"F";"F";"0"
"F1";"F1";"0"
"F1+16189";"F1";"1"
"F1a";"F1a";"0"
"F1a'c'f";"F1a'c'f";"0"
"F1a1";"F1a";"2"
"F1a1'4";"F1a";"1"
"F1a1*";"F1a1*";"0"
"F1a1a";"F1a1a";"0"
"F1a1a*1";"F1a1a*1";"0"
"F1a1a*2";"F1a1a*2";"0"
"F1a1a*3";"F1a1a*3";"0"
"F1a1a1";"F1a1a1";"0"
"F1a1a1*1";"F1a1a1*1";"0"
"F1a1a1*2";"F1a1a1*2";"0"
"F1a1a1*3";"F1a1a1*3";"0"
"F1a1b";"F1a1b";"0"
"F1a1b*";"F1a1b";"1"
"F1a1c";"F1a";"3"
"F1a1c1";"F1a1c1";"0"
"F1a1c2";"F1a1c2";"0"
"F1a1c3";"F1a";"4"
"F1a1d";"F1a1d";"0"
"F1a1d1";"F1a1d";"1"
"F1a2";"F1a2";"0"
"F1a2a";"F1a2a";"0"
"F1a3";"F1a";"1"
"F1a3+16311";"F1a";"2"
"F1a3a";"F1a3a";"0"
"F1a3a*";"F1a3a*";"0"
"F1a3a1";"F1a3a1";"0"
"F1a3a1a";"F1a3a1";"1"
"F1a3a2";"F1a3a";"1"
"F1a3a3";"F1a3a";"1"
"F1a3a3a";"F1a3a";"2"
"F1a3b";"F1a";"2"
"F1a4";"F1a4";"0"
"F1a4a";"F1a4a";"0"
"F1a4a1";"F1a4a1";"0"
"F1a4a1*1";"F1a4a1";"1"
"F1a4a1*2";"F1a4a1";"1"
"F1a4b";"F1a4";"1"
"F1b";"F1b";"0"
"F1b1";"F1b1";"0"
"F1b1+@152";"F1b1";"1"
"F1b1+@152*";"F1b1";"2"
"F1b1a";"F1b1a";"0"
"F1b1a1";"F1b1a1";"0"
"F1b1a1a";"F1b1a1a";"0"
"F1b1a1a1";"F1b1a1a";"1"
"F1b1a1a1a";"F1b1a1a";"2"
"F1b1a1a2";"F1b1a1a";"1"
"F1b1a1a3";"F1b1a1a";"1"
"F1b1a2";"F1b1a";"1"
"F1b1b";"F1b1";"1"
"F1b1c";"F1b1";"1"
"F1b1d";"F1b1";"2"
"F1b1e";"F1b1e";"0"
"F1b1e1";"F1b1e";"1"
"F1b1f";"F1b1";"2"
"F1c";"F1c";"0"
"F1c1";"F1c";"1"
"F1c1a";"F1c";"2"
"F1c1a1";"F1c";"3"
"F1c1a1a";"F1c1a1a";"0"
"F1c1a1b";"F1c";"4"
"F1c1a2";"F1c";"3"
"F1d";"F1d";"0"
"F1d1";"F1d1";"0"
"F1e";"F1";"2"
"F1e1";"F1e1";"0"
"F1e1a";"F1e1a";"0"
"F1e2";"F1e2";"0"
"F1e2*";"F1e2*";"0"
"F1e3";"F1";"3"
"F1f";"F1f";"0"
"F1f*";"F1f*";"0"
"F1g";"F1g";"0"
"F1g1";"F1g";"1"
"F1g1*";"F1g1*";"0"
"F2";"F2";"0"
"F2+16291";"F2";"1"
"F2+195";"F2";"1"
"F2a";"F2";"2"
"F2a+@16291";"F2";"3"
"F2a1";"F2";"4"
"F2a1*";"F2a1*";"0"
"F2b";"F2";"2"
"F2b1";"F2";"3"
"F2b1*";"F2b1*";"0"
"F2c";"F2c";"0"
"F2c1";"F2c";"1"
"F2c2";"F2c2";"0"
"F2d";"F2d";"0"
"F2d*";"F2d";"1"
"F2e";"F2b1*";"5"
"F2e1";"F2e1";"0"
"F2f";"F2f";"0"
"F2g";"F2";"2"
"F2h";"F2h";"0"
"F2i";"F2i";"0"
"F3";"F3";"0"
"F3a";"F3a";"0"
"F3a*";"F3a";"1"
"F3a+207";"F3a";"1"
"F3a+207*";"F3a";"2"
"F3a1";"F3a";"2"
"F3a1*1";"F3a";"3"
"F3a1*2";"F3a1*2";"0"
"F3a1*3";"F3a1*3";"0"
"F3b";"F3b";"0"
"F3b+152";"F3b";"1"
"F3b1";"F3b1";"0"
"F3b1a";"F3b1";"1"
"F3b1a+16093";"F3b1";"2"
"F3b1a1";"F3b1";"3"
"F3b1a2";"F3b1a2";"0"
"F3b1b";"F3b1b";"0"
"F3b1b1";"F3b1b";"1"
"F4";"F4";"0"
"F4a";"F4a";"0"
"F4a1";"F4a1";"0"
"F4a1a";"F4a1a";"0"
"F4a1b";"F4a1b";"0"
"F4a2";"F4a2";"0"
"F4a2*";"F4a2*";"0"
"F4b";"F4b";"0"
"F4b1";"F4b";"1"
"F4b1*";"F4b1*";"0"
"G";"G";"0"
"G1";"G";"1"
"G1a";"G1a";"0"
"G1a1";"G1a1";"0"
"G1a1a";"G1a1a";"0"
"G1a1a1";"G1a1a1";"0"
"G1a1a2";"G1a1a";"1"
"G1a1a3";"G1a1a3";"0"
"G1a1a4";"G1a1a";"1"
"G1a1a4*";"G1a1a4*";"0"
"G1a1b";"G1a1";"1"
"G1a2";"G1a";"2"
"G1a2'3";"G1a";"1"
"G1a3";"G1a";"2"
"G1a3*";"G1a";"3"
"G1b";"G1b";"0"
"G1b+16129";"G1b+16129";"0"
"G1b1";"G1b";"1"
"G1b1*";"G1b1*";"0"
"G1b2";"G1b2";"0"
"G1b3";"G1b3";"0"
"G1b4";"G1b+16129";"1"
"G1c";"G1c";"0"
"G1c1";"G1c";"1"
"G1c2";"G1c2";"0"
"G2";"G2";"0"
"G2a";"G2a";"0"
"G2a'c";"G2";"1"
"G2a+152";"G2a";"1"
"G2a1";"G2a1";"0"
"G2a1*";"G2a1*";"0"
"G2a1+16189";"G2a1";"1"
"G2a1+16189*";"G2a1+16189*";"0"
"G2a1+16189+16194";"G2a1";"2"
"G2a1b";"G2a1b";"0"
"G2a1c";"G2a1";"3"
"G2a1c1";"G2a1";"4"
"G2a1c2";"G2a1";"4"
"G2a1d";"G2a1";"2"
"G2a1d1";"G2a1";"3"
"G2a1d1a";"G2a1";"4"
"G2a1d2";"G2a1";"3"
"G2a1d2a";"G2a1d2a";"0"
"G2a1e";"G2a1e";"0"
"G2a1f";"G2a1";"1"
"G2a1f1";"G2a1";"2"
"G2a1g";"G2a1";"1"
"G2a1h";"G2a1h";"0"
"G2a2";"G2a2";"0"
"G2a2a";"G2a2a";"0"
"G2a3";"G2a3";"0"
"G2a3a";"G2a3";"1"
"G2a4";"G2a";"2"
"G2a4*";"G2a";"3"
"G2a5";"G2a5";"0"
"G2b";"G2b";"0"
"G2b1";"G2b";"1"
"G2b1a";"G2b";"2"
"G2b1a1";"G2b1a1";"0"
"G2b1a2";"G2b1a2";"0"
"G2b1b";"G2b";"2"
"G2b2";"G2b";"1"
"G2b2*";"G2b2*";"0"
"G2b2a";"G2b";"2"
"G2b2b";"G2b2b";"0"
"G2b2c";"G2b";"2"
"G2b2c*";"G2b2c*";"0"
"G2c";"G2";"2"
"G3";"G";"1"
"G3a";"G3a";"0"
"G3a1";"G3a1";"0"
"G3a1'2";"G3a";"1"
"G3a1a";"G3a1";"1"
"G3a2";"G3a";"2"
"G3a2+152";"G3a";"3"
"G3a2a";"G3a2a";"0"
"G3a3";"G3a3";"0"
"G3b";"G3b";"0"
"G3b1";"G3b";"1"
"G3b1*";"G3b";"2"
"G3b2";"G3b";"1"
"G3b2*";"G3b2*";"0"
"G4";"G4";"0"
"G4*";"G4*";"0"
"H";"H";"0"
"H*1";"H29";"2"
"H*2";"H";"1"
"H*3";"H3*1";"3"
"H*4";"H*4";"0"
"H*5";"H*5";"0"
"H+13708";"H";"1"
"H+152";"H";"1"
"H+152*";"H5a4a";"7"
"H+16129";"H3af";"3"
"H+16291";"H";"1"
"H+195";"H";"1"
"H+195+146";"H";"2"
"H1";"H1";"0"
"H1*1";"H1*1";"0"
"H1*2";"H1*2";"0"
"H1*3";"H1";"1"
"H1+152";"H1";"1"
"H1+16189";"H1";"1"
"H1+16189*";"H1+16189*";"0"
"H1+16239";"H1+16239";"0"
"H1+16278";"H1";"1"
"H1+16311";"H1";"1"
"H1+16355";"H1+16355";"0"
"H10";"H10";"0"
"H10+(16093)";"H10";"1"
"H100";"H100";"0"
"H100*";"H100*";"0"
"H101";"H";"1"
"H101*";"H101*";"0"
"H102";"H";"1"
"H103";"H103";"0"
"H104";"H";"1"
"H104a";"H";"2"
"H105";"H";"1"
"H105a";"H1";"3"
"H106";"H";"1"
"H107";"H";"2"
"H108";"H108";"0"
"H10a";"H10";"1"
"H10a1";"H10";"2"
"H10a1a";"H10";"3"
"H10a1a1";"H10";"4"
"H10a1b";"H10";"3"
"H10b";"H10";"1"
"H10b1";"H10b1";"0"
"H10c";"H10c";"0"
"H10c1";"H10c1";"0"
"H10c1*";"H10c1*";"0"
"H10d";"H10";"1"
"H10e";"H10";"2"
"H10e1";"H10e1";"0"
"H10e1a";"H10e1";"1"
"H10e2";"H10";"3"
"H10e3";"H10";"3"
"H10e3a";"H10e3a";"0"
"H10f";"H10f";"0"
"H10g";"H10";"2"
"H10h";"H10h";"0"
"H11";"H";"2"
"H11a";"H11a";"0"
"H11a+152";"H11a";"1"
"H11a1";"H11a";"1"
"H11a2";"H11a";"1"
"H11a2a";"H11a";"2"
"H11a2a1";"H11a";"3"
"H11a2a2";"H11a2a2";"0"
"H11a2a3";"H11a";"3"
"H11a3";"H11a3";"0"
"H11a4";"H11a";"1"
"H11a5";"H11a";"1"
"H11a6";"H11a6";"0"
"H11a7";"H11a";"2"
"H11a8";"H11a8";"0"
"H11b";"H";"3"
"H11b1";"H";"4"
"H12";"H12";"0"
"H12a";"H12";"1"
"H13";"H";"1"
"H13a";"H13a";"0"
"H13a1";"H13a";"1"
"H13a1+152";"H13a";"2"
"H13a1a";"H13a";"2"
"H13a1a1";"H13a";"3"
"H13a1a1*";"H13a";"4"
"H13a1a1a";"H13a1a1a";"0"
"H13a1a1a*";"H13a1a1a";"1"
"H13a1a1b";"H13a";"4"
"H13a1a1c";"H13a1a1c";"0"
"H13a1a1d";"H13a";"4"
"H13a1a1d1";"H13a";"5"
"H13a1a1e";"H13a";"4"
"H13a1a2";"H13a";"3"
"H13a1a2+16311";"H13a";"4"
"H13a1a2a";"H13a1a2a";"0"
"H13a1a2b";"H13a1a2b";"0"
"H13a1a3";"H13a";"3"
"H13a1a4";"H13a";"3"
"H13a1a5";"H13a";"3"
"H13a1a6";"H13a1a6";"0"
"H13a1b";"H13a";"2"
"H13a1c";"H13a";"2"
"H13a1c*";"H13a1c*";"0"
"H13a1d";"H13a1d";"0"
"H13a2";"H13a";"1"
"H13a2a";"H13a";"2"
"H13a2a*";"H13a2a*";"0"
"H13a2a1";"H13a";"3"
"H13a2a1*";"H13a2a1*";"0"
"H13a2b";"H13a";"2"
"H13a2b1";"H13a";"3"
"H13a2b2";"H13a2b2";"0"
"H13a2b2a";"H13a2b2";"1"
"H13a2b3";"H13a2b3";"0"
"H13a2b4";"H13a2b4";"0"
"H13a2b5";"H13a";"3"
"H13a2c";"H13a2c";"0"
"H13a2c1";"H13a2c";"1"
"H13a2c1*";"H13a2c";"2"
"H13b";"H3ak";"4"
"H13b1";"H13b1";"0"
"H13b1+200";"H13b1";"1"
"H13b1a";"H13b1";"2"
"H13b1b";"H13b1b";"0"
"H13b2";"H3ak";"5"
"H13c";"H13c";"0"
"H13c1";"H13c1";"0"
"H13c1a";"H13c1a";"0"
"H13c2";"H13c2";"0"
"H14";"H";"1"
"H14a";"H14a";"0"
"H14a+146";"H14a";"1"
"H14a1";"H14a";"2"
"H14a2";"H14a2";"0"
"H14a2a";"H14a2";"1"
"H14a2b";"H14a2";"1"
"H14a2c";"H14a2c";"0"
"H14b";"H14b";"0"
"H14b1";"H14b1";"0"
"H14b2";"H14b";"1"
"H14b2a";"H14b";"2"
"H14b3";"H14b3";"0"
"H14b4";"H14b";"1"
"H15";"H15";"0"
"H15a";"H15";"1"
"H15a1";"H15";"2"
"H15a1*";"H15";"3"
"H15a1a";"H15";"3"
"H15a1a1";"H15";"4"
"H15a1b";"H15a1b";"0"
"H15a1b*";"H15a1b";"1"
"H15b";"H15";"1"
"H15b1";"H15b1";"0"
"H15b1*";"H15b1";"1"
"H15b2";"H15";"2"
"H16";"H";"1"
"H16+152";"H";"2"
"H16a";"H";"3"
"H16a1";"H";"4"
"H16b";"H";"2"
"H16c";"H";"3"
"H16d";"H";"3"
"H16e";"H";"2"
"H17";"H17";"0"
"H17a";"H17";"1"
"H17a1";"H17";"2"
"H17a1*";"H17a1*";"0"
"H17a2";"H17";"2"
"H17b";"H17";"1"
"H17c";"H17c";"0"
"H18";"H";"2"
"H18b";"H3s";"5"
"H19";"H";"2"
"H1a";"H1a";"0"
"H1a1";"H1a";"1"
"H1a1a";"H1a";"2"
"H1a1a1";"H1a1a1";"0"
"H1a1b";"H1a";"2"
"H1a1c";"H1a";"2"
"H1a2";"H1a";"1"
"H1a3";"H1a3";"0"
"H1a3a";"H1a3a";"0"
"H1a3a1";"H1a3a1";"0"
"H1a3a2";"H1a3a";"1"
