"hg1";"hg2";"distance"
"H1bk";"H1";"1"
"H1bm";"H1";"1"
"H1bn";"H1";"1"
"H1bo";"H1bo";"0"
"H1bp";"H1";"1"
"H1bq";"H1";"1"
"H1br";"H1";"1"
"H1bs";"H1";"1"
"H1bs*";"H1+16189*";"4"
"H1bt";"H1";"1"
"H1bt1";"H1";"2"
"H1bu";"H1";"1"
"H1bv";"H1";"1"
"H1bv1";"H1";"2"
"H1bw";"H1";"1"
"H1bx";"H1";"1"
"H1bz";"H1";"1"
"H1c";"H1c";"0"
"H1c+152";"H1c";"1"
"H1c1";"H1c";"1"
"H1c1+16093";"H1c";"2"
"H1c10";"H1c";"1"
"H1c11";"H1c";"1"
"H1c12";"H1c";"1"
"H1c13";"H1c";"1"
"H1c14";"H1c14";"0"
"H1c15";"H1c";"1"
"H1c16";"H1c";"1"
"H1c17";"H1c";"1"
"H1c18";"H1c";"1"
"H1c19";"H1c";"1"
"H1c1a";"H1c";"2"
"H1c1a1";"H1c";"3"
"H1c1b";"H1c1b";"0"
"H1c1c";"H1c";"2"
"H1c1d";"H1c";"3"
"H1c2";"H1c";"1"
"H1c20";"H1c";"1"
"H1c21";"H1c";"1"
"H1c22";"H1c";"1"
"H1c2a";"H1c";"2"
"H1c2a*";"H1c";"3"
"H1c3";"H1c";"1"
"H1c3a";"H1c";"2"
"H1c3b";"H1c";"2"
"H1c3b*";"H1c";"3"
"H1c4";"H1c";"1"
"H1c4a";"H1c";"2"
"H1c4a1";"H1c";"3"
"H1c4b";"H1c";"2"
"H1c4b1";"H1c";"3"
"H1c5";"H1c";"1"
"H1c5a";"H1c";"2"
"H1c6";"H1c";"1"
"H1c7";"H1c";"1"
"H1c8";"H1c8";"0"
"H1c9";"H1c";"2"
"H1c9a";"H1c9a";"0"
"H1ca";"H1";"1"
"H1cc";"H1cc";"0"
"H1cd";"H1cd";"0"
"H1cf";"H1";"1"
"H1cg";"H1";"2"
"H1ch";"H1";"2"
"H1ci";"H1";"1"
"H1cj";"H1b1b";"6"
"H1ck";"H1";"2"
"H1e";"H1";"1"
"H1e+16129";"H1b1b";"7"
"H1e1";"H1";"2"
"H1e1a";"H1";"3"
"H1e1a*";"H1b1b";"9"
"H1e1a+16278";"H1";"4"
"H1e1a1";"H1e1a1";"0"
"H1e1a2";"H1";"4"
"H1e1a3";"H1";"4"
"H1e1a4";"H1";"4"
"H1e1a5";"H1";"4"
"H1e1a6";"H1";"4"
"H1e1a7";"H1";"4"
"H1e1a8";"H1";"5"
"H1e1b";"H1";"3"
"H1e1b1";"H1";"4"
"H1e1b1a";"H1";"5"
"H1e1b1a*";"H1";"6"
"H1e1b1b";"H1";"5"
"H1e1c";"H1";"3"
"H1e2";"H1";"2"
"H1e2*";"H1";"3"
"H1e2a";"H1";"3"
"H1e2b";"H1";"3"
"H1e2c";"H1";"3"
"H1e2d";"H1";"3"
"H1e3";"H1e3";"0"
"H1e4";"H1";"2"
"H1e4a";"H1";"3"
"H1e5";"H1";"2"
"H1e5a";"H1";"3"
"H1e5b";"H1";"3"
"H1e6";"H1";"2"
"H1e7";"H1";"2"
"H1e8";"H1";"2"
"H1e8*";"H1e8*";"0"
"H1e8a";"H1";"3"
"H1f";"H1";"2"
"H1f+16093";"H1";"3"
"H1f1";"H1";"4"
"H1f1a";"H1";"5"
"H1g";"H1";"2"
"H1g1";"H1";"3"
"H1g2";"H1";"3"
"H1h";"H1";"1"
"H1h1";"H1aa1";"5"
"H1h2";"H1";"2"
"H1i";"H1";"2"
"H1i1";"H1";"3"
"H1i2";"H1";"3"
"H1i2a";"H1";"4"
"H1j";"H1";"1"
"H1j1";"H1b1b";"7"
"H1j1a";"H1b1b";"8"
"H1j1a1";"H1b1b";"9"
"H1j1a2";"H1b1b";"9"
"H1j1b";"H1b1b";"8"
"H1j1c";"H1b1b";"8"
"H1j2";"H1";"2"
"H1j2a";"H1";"3"
"H1j3";"H1";"2"
"H1j4";"H1";"2"
"H1j5";"H1";"2"
"H1j6";"H1";"2"
"H1j7";"H1j7";"0"
"H1j8";"H1";"2"
"H1j9";"H1";"2"
"H1k";"H1";"2"
"H1k1";"H1";"3"
"H1k1a";"H1";"4"
"H1m";"H1";"1"
"H1m1";"H1";"2"
"H1n";"H1";"1"
"H1n+146";"H1";"2"
"H1n+146+195";"H1";"3"
"H1n1";"H1";"3"
"H1n1a";"H1";"4"
"H1n1b";"H1+16189*";"6"
"H1n2";"H1";"3"
"H1n2*";"H1";"4"
"H1n3";"H1";"3"
"H1n4";"H1aa1";"6"
"H1n5";"H1";"4"
"H1n6";"H1";"2"
"H1o";"H1";"2"
"H1p";"H1";"1"
"H1q";"H1";"1"
"H1q1";"H1";"2"
"H1q1a";"H1";"3"
"H1q2";"H1";"2"
"H1q3";"H1";"2"
"H1r";"H1";"1"
"H1r1";"H1";"2"
"H1s";"H1";"1"
"H1s1";"H1";"2"
"H1t";"H1";"1"
"H1t1";"H1";"2"
"H1t1a";"H1";"3"
"H1t1a1";"H1";"4"
"H1t2";"H1";"2"
"H1u";"H1";"1"
"H1u1";"H1";"2"
"H1u2";"H1";"2"
"H1v";"H1";"1"
"H1v1";"H1";"2"
"H1v1a";"H1";"3"
"H1v1b";"H1";"3"
"H1w";"H1";"1"
"H1x";"H1";"1"
"H1y";"H1";"2"
"H1z";"H1";"2"
"H1z1";"H1";"3"
"H2";"H2a";"1"
"H2+152+16311";"H2a";"2"
"H20";"H";"1"
"H20a";"H";"2"
"H20a1";"H";"3"
"H20a1a";"H";"4"
"H20a2";"H";"3"
"H20a2*";"H";"4"
"H20b";"H20b";"0"
"H20c";"H";"2"
"H21";"H";"1"
"H22";"H22";"0"
"H23";"H";"1"
"H23*";"H";"2"
"H24";"H";"1"
"H24a";"H";"2"
"H24a*";"H";"3"
"H24a1";"H";"3"
"H24a2";"H";"3"
"H24b";"H7a";"4"
"H24b*";"H7a";"5"
"H25";"H";"1"
"H26";"H";"1"
"H26a";"H";"2"
"H26a1";"H";"3"
"H26a1*";"H";"4"
"H26a1a";"H";"4"
"H26a1a1";"H";"5"
"H26a1b";"H";"4"
"H26b";"H";"2"
"H26c";"H";"2"
"H27";"H27";"0"
"H27*";"H27";"1"
"H27+16093";"H27";"1"
"H27a";"H27";"2"
"H27b";"H27";"2"
"H27c";"H27";"1"
"H27d";"H27";"1"
"H27e";"H27";"1"
"H27f";"H27";"1"
"H28";"H";"1"
"H28*";"H";"2"
"H28a";"H";"2"
"H28a1";"H20b";"5"
"H28a2";"H28a2";"0"
"H29";"H29";"0"
"H29*";"H29";"1"
"H29a";"H29";"1"
"H29b";"H29";"1"
"H2a";"H2a";"0"
"H2a*";"H2a";"2"
"H2a1";"H2a1";"0"
"H2a1*";"H2a1";"1"
"H2a1+146";"H2a1";"1"
"H2a1a";"H2a1";"1"
"H2a1a1";"H2a1";"2"
"H2a1a2";"H2a1";"2"
"H2a1b";"H2a1";"1"
"H2a1b1";"H2a1";"2"
"H2a1b2";"H2a1b2";"0"
"H2a1c";"H2a1";"1"
"H2a1d";"H2a1d";"0"
"H2a1e";"H2a1";"1"
"H2a1e1";"H2a1";"2"
"H2a1e1a";"H2a1";"3"
"H2a1e1a1";"H2a1e1a1";"0"
"H2a1e1b";"H2a1";"3"
"H2a1f";"H2a1";"1"
"H2a1f1";"H2a1";"2"
"H2a1f2";"H2a1";"2"
"H2a1g";"H2a1";"1"
"H2a1i";"H2a1i";"0"
"H2a1j";"H2a1";"1"
"H2a1k";"H2a1k";"0"
"H2a1m";"H2a1";"1"
"H2a1n";"H2a1";"2"
"H2a2";"H2a2a1";"2"
"H2a2+(16235)";"H2a2a1";"3"
"H2a2a";"H2a2a1";"1"
"H2a2a1";"H2a2a1";"0"
"H2a2a1a";"H2a2a1";"1"
"H2a2a1b";"H2a2a1";"1"
"H2a2a1c";"H2a2a1";"1"
"H2a2a1d";"H2a2a1";"1"
"H2a2a1e";"H2a2a1";"1"
"H2a2a1f";"H2a2a1f";"0"
"H2a2a1g";"H2a2a1";"1"
"H2a2a1h";"H2a2a1";"1"
"H2a2a2";"H2a2a1";"1"
"H2a2b";"H2a2a1";"4"
"H2a2b1";"H2a2a1";"5"
"H2a2b1a";"H2a2a1";"6"
"H2a2b1a1";"H2a2a1";"7"
"H2a2b2";"H2a2a1";"5"
"H2a2b3";"H2a2a1";"5"
"H2a2b4";"H2a2a1";"5"
"H2a2b5";"H2a2a1";"5"
"H2a2b5a";"H2a2b5a";"0"
"H2a3";"H2a";"1"
"H2a3a";"H2a";"2"
"H2a3a1";"H2a";"3"
"H2a3b";"H2a";"2"
"H2a4";"H2a";"1"
"H2a5";"H2a";"1"
"H2a5a";"H2a";"2"
"H2a5a1";"H2a";"3"
"H2a5a1a";"H2a";"4"
"H2a5a1b";"H2a";"4"
"H2a5b";"H2a";"2"
"H2a5b1";"H2a";"3"
"H2a5b2";"H2a";"3"
"H2b";"H2a";"3"
"H2c";"H2c";"0"
"H2c1";"H2c";"1"
"H3";"H";"1"
"H3*1";"H";"2"
"H3*2";"H3*2";"0"
"H3+152";"H";"2"
"H3+16189";"H";"2"
"H3+16311";"H";"2"
"H3+73";"H";"2"
"H30";"H";"1"
"H30a";"H30a";"0"
"H30b";"H1";"3"
"H30b1";"H1";"4"
"H31";"H";"3"
"H31*";"H";"4"
"H31a";"H31a";"0"
"H31b";"H";"4"
"H32";"H";"2"
"H33";"H";"1"
"H33a";"H";"2"
"H33b";"H";"2"
"H33c";"H";"2"
"H34";"H";"2"
"H34*";"H";"3"
"H35";"H";"1"
"H35a";"H";"2"
"H36";"H5'36";"1"
"H39";"H";"1"
"H39a";"H";"2"
"H39a1";"H";"3"
"H39b";"H";"2"
"H39c";"H";"2"
"H3a";"H";"3"
"H3a1";"H";"4"
"H3a1*";"H";"5"
"H3a1a";"H";"5"
"H3aa";"H";"2"
"H3ab";"H";"2"
"H3ac";"H";"2"
"H3ad";"H";"2"
"H3ae";"H";"2"
"H3af";"H3b+16129";"3"
"H3ag";"H";"2"
"H3ag1";"H";"3"
"H3ah";"H";"2"
"H3ai";"H";"2"
"H3aj";"H";"2"
"H3ak";"H";"2"
"H3ak*";"H";"3"
"H3am";"H";"2"
"H3an";"H";"2"
"H3ao";"H";"2"
"H3ao1";"H";"3"
"H3ap";"H";"2"
"H3ap*";"H";"3"
"H3aq";"H";"2"
"H3ar";"H";"2"
"H3as";"H";"2"
"H3at";"H";"2"
"H3at1";"H";"3"
"H3au";"H3au";"0"
"H3av";"H";"3"
"H3b";"H";"2"
"H3b*";"H3b*";"0"
"H3b+16129";"H3b+16129";"0"
"H3b1";"H3b+16129";"1"
"H3b1a";"H3b+16129";"2"
"H3b1b";"H3b+16129";"2"
"H3b1b1";"H3b+16129";"3"
"H3b1b1a";"H3b+16129";"4"
"H3b2";"H3b+16129";"1"
"H3b3";"H3b+16129";"1"
"H3b4";"H3b+16129";"1"
"H3b4a";"H3b+16129";"2"
"H3b5";"H3b+16129";"1"
"H3b6";"H3b+16129";"1"
"H3b6a";"H3b6a";"0"
"H3b7";"H3b+16129";"1"
"H3c";"H";"2"
"H3c1";"H";"3"
"H3c2";"H";"3"
"H3c2a";"H";"4"
"H3c2a1";"H";"5"
"H3c2b";"H";"4"
"H3c2b1";"H";"5"
"H3c2c";"H";"4"
"H3c3";"H";"3"
"H3d";"H";"3"
"H3e";"H";"2"
"H3g";"H3g";"0"
"H3g1";"H3g";"1"
"H3g1a";"H3g";"2"
"H3g1b";"H3g";"2"
"H3g2";"H3g";"1"
"H3g3";"H3g";"1"
"H3g4";"H3g";"1"
"H3h";"H3h";"0"
"H3h1";"H3h";"1"
"H3h2";"H3h";"1"
"H3h2a";"H3h";"2"
"H3h3";"H3h";"1"
"H3h3*";"H3h";"2"
"H3h3a";"H3h";"2"
"H3h3b";"H3h";"2"
"H3h4";"H3h4";"0"
"H3h5";"H3h5";"0"
"H3h6";"H3h6";"0"
"H3h7";"H3h7";"0"
"H3i";"H";"3"
"H3i1";"H";"4"
"H3j";"H";"3"
"H3k";"H";"3"
"H3k1";"H";"4"
"H3k1a";"H";"5"
"H3m";"H";"3"
"H3n";"H";"3"
"H3p";"H";"2"
"H3p*";"H";"3"
"H3q";"H";"2"
"H3q1";"H";"3"
"H3r";"H";"2"
"H3r1";"H";"3"
"H3s";"H3s";"0"
"H3s*";"H3s";"1"
"H3t";"H";"2"
"H3u";"H";"2"
"H3u1";"H3*2";"3"
"H3v";"H";"2"
"H3v+16093";"H";"3"
"H3v1";"H";"3"
"H3v2";"H";"4"
"H3w";"H";"2"
"H3x";"H";"2"
"H3x1";"H3x1";"0"
"H3y";"H";"2"
"H3z";"H";"2"
"H3z1";"H";"3"
"H3z2";"H";"3"
"H4";"H4";"0"
"H40";"H";"1"
"H40a";"H";"2"
"H40b";"H";"2"
"H41";"H";"1"
"H41a";"H";"2"
"H41a*";"H";"3"
"H42";"H";"1"
"H42a";"H";"2"
"H42a1";"H";"3"
"H42a2";"H42a2";"0"
"H43";"H";"1"
"H44";"H44";"0"
"H44a";"H44";"1"
"H44a1";"H44";"2"
"H44b";"H44";"1"
"H44b*";"H44";"2"
"H45";"H";"1"
"H45a";"H";"2"
"H45b";"H";"2"
"H46";"H";"2"
"H46a";"H46a";"0"
"H46b";"H";"3"
"H47";"H";"1"
"H47a";"H";"2"
"H48";"H";"1"
"H49";"H49";"0"
"H49a";"H49";"1"
"H49a1";"H49";"2"
"H49a2";"H49a2";"0"
"H49b";"H49";"1"
"H49b*";"H49";"2"
"H4a";"H4";"1"
"H4a1";"H4";"2"
"H4a1*";"H4";"3"
"H4a1a";"H4";"3"
"H4a1a+195";"H4";"4"
"H4a1a1";"H4a1a1";"0"
"H4a1a1a";"H4a1a1";"1"
"H4a1a1a1";"H4a1a1a1";"0"
"H4a1a1a1a";"H4a1a1a1";"1"
"H4a1a1a1a1";"H4a1a1a1";"2"
"H4a1a1a2";"H4a1a1";"2"
"H4a1a1a3";"H4a1a1";"2"
"H4a1a1a4";"H4a1a1a4";"0"
"H4a1a2";"H4";"4"
"H4a1a2a";"H4";"5"
"H4a1a2a1";"H4";"6"
"H4a1a3";"H4";"5"
"H4a1a3a";"H4";"6"
"H4a1a4";"H4a1a4";"0"
"H4a1a4a";"H4a1a4";"1"
"H4a1a4b";"H4a1a4b";"0"
"H4a1a4b1";"H4a1a4b";"1"
"H4a1a4b2";"H4a1a4b";"1"
"H4a1a5";"H4";"4"
"H4a1c";"H4a1c";"0"
"H4a1c1";"H4a1c";"1"
"H4a1c1a";"H4a1c";"2"
"H4a1c2";"H4a1c2";"0"
"H4a1d";"H4";"3"
"H4a2";"H4";"2"
"H4b";"H4";"1"
"H4b1";"H4";"2"
"H4c";"H4";"1"
"H4c1";"H4";"2"
"H4d";"H4d";"0"
"H5";"H5'36";"1"
"H5'36";"H5'36";"0"
"H5*1";"H5*1";"0"
"H5*2";"H5'36";"2"
"H5*3";"H5'36";"2"
"H5+16192";"H5'36";"2"
"H5+16311";"H5'36";"2"
"H5+709";"H5'36";"2"
"H50";"H";"1"
"H51";"H";"1"
"H51a";"H";"2"
"H52";"H";"2"
"H53";"H";"1"
"H53*";"H53*";"0"
"H54";"H";"1"
"H54*";"H54*";"0"
"H55";"H";"1"
"H55+153";"H";"2"
"H55a";"H";"2"
"H55b";"H";"3"
"H55b*1";"H";"4"
"H55b*2";"H";"4"
"H56";"H";"1"
"H56a";"H";"2"
"H56a1";"H";"3"
"H56b";"H";"2"
"H56c";"H";"2"
"H56d";"H";"2"
"H57";"H";"1"
"H58";"H";"1"
"H58a";"H";"2"
"H59";"H";"1"
"H59a";"H";"2"
"H5a";"H5'36";"2"
"H5a+152";"H5'36";"3"
"H5a1";"H5'36";"3"
"H5a1*1";"H5'36";"4"
"H5a1*2";"H5'36";"4"
"H5a1+152";"H5'36";"4"
"H5a1+152*";"H5'36";"5"
"H5a1+16093";"H5'36";"4"
"H5a1a";"H5'36";"4"
"H5a1b";"H5'36";"4"
"H5a1c";"H5'36";"4"
"H5a1c1";"H5'36";"5"
"H5a1c1a";"H5'36";"6"
"H5a1c2";"H5'36";"5"
"H5a1d";"H5'36";"4"
"H5a1e";"H5'36";"4"
"H5a1f";"H5'36";"4"
"H5a1g";"H5'36";"4"
"H5a1g1";"H5'36";"5"
"H5a1g1a";"H5'36";"6"
"H5a1g2";"H5'36";"5"
"H5a1h";"H5'36";"4"
"H5a1i";"H5'36";"4"
"H5a1j";"H5'36";"4"
"H5a1k";"H5'36";"4"
"H5a1m";"H5'36";"5"
"H5a1n";"H5'36";"5"
"H5a1p";"H5'36";"5"
"H5a1q";"H5'36";"4"
"H5a2";"H5'36";"3"
"H5a2a";"H5'36";"4"
"H5a3";"H5a3";"0"
"H5a3a";"H5a3";"1"
"H5a3a+152";"H5a3";"2"
"H5a3a1";"H5a3a1";"0"
"H5a3a2";"H5a3";"3"
"H5a3a3";"H5a3";"2"
"H5a3b";"H5a3";"1"
"H5a4";"H5'36";"3"
"H5a4a";"H5'36";"4"
"H5a4a1";"H5'36";"5"
"H5a4a1a";"H5'36";"6"
"H5a5";"H5'36";"3"
"H5a6";"H5'36";"4"
"H5a6a";"H5'36";"5"
"H5a7";"H5'36";"3"
"H5a7*";"H5'36";"4"
"H5a8";"H5'36";"3"
"H5a9";"H5'36";"3"
"H5b";"H5'36";"2"
"H5b*";"H5b*";"0"
"H5b1";"H5'36";"3"
"H5b2";"H5'36";"3"
"H5b3";"H5'36";"3"
"H5b4";"H5'36";"3"
"H5b5";"H5'36";"3"
"H5c";"H5'36";"2"
"H5c1";"H5'36";"3"
"H5c1a";"H5'36";"4"
"H5c2";"H5'36";"3"
"H5d";"H5'36";"2"
"H5e";"H5'36";"2"
"H5e1";"H5e1";"0"
"H5e1a";"H5e1";"1"
"H5e1a1";"H5e1a1";"0"
"H5e1b";"H5e1";"1"
"H5f";"H5'36";"2"
"H5g";"H5'36";"2"
"H5h";"H5'36";"2"
"H5j";"H5j";"0"
"H5k";"H5k";"0"
"H5m";"H5'36";"2"
"H5n";"H5'36";"2"
"H5p";"H5p";"0"
"H5q";"H5'36";"3"
"H5r";"H5'36";"3"
"H5r1";"H5'36";"4"
"H5r2";"H5p";"4"
"H5s";"H5s";"0"
"H5t";"H5'36";"3"
"H5u";"H5'36";"2"
"H5u1";"H5u1";"0"
"H5v";"H5'36";"3"
"H6";"H6";"0"
"H60";"H60";"0"
"H60a";"H60";"1"
"H60a*1";"H60";"2"
"H61";"H";"1"
"H61a";"H";"2"
"H62";"H";"1"
"H63";"H";"1"
"H63a";"H3b+16129";"5"
"H64";"H";"2"
"H65";"H65";"0"
"H65a";"H65a";"0"
"H66";"H";"1"
"H66a";"H";"2"
"H66a1";"H";"3"
"H67";"H";"1"
"H67a";"H";"2"
"H69";"H";"2"
"H6a";"H6";"1"
"H6a1";"H6";"2"
"H6a1a";"H6";"3"
"H6a1a*1";"H6a1a*1";"0"
"H6a1a*2";"H6";"4"
"H6a1a1";"H6";"4"
"H6a1a10";"H6";"4"
"H6a1a1a";"H6";"5"
"H6a1a2";"H6";"4"
"H6a1a2a";"H6";"5"
"H6a1a2a*";"H6";"6"
"H6a1a2b";"H6";"5"
"H6a1a2b1";"H6a1a2b1";"0"
"H6a1a3";"H6";"4"
"H6a1a3a";"H6";"5"
"H6a1a4";"H6";"4"
"H6a1a5";"H6";"4"
"H6a1a6";"H6";"4"
"H6a1a7";"H6";"4"
"H6a1a8";"H6a1a8";"0"
"H6a1a8a";"H6a1a8a";"0"
"H6a1a9";"H6";"4"
"H6a1b";"H6a1b";"0"
"H6a1b1";"H6a1b1";"0"
"H6a1b2";"H6a1b";"1"
"H6a1b2a";"H6a1b";"2"
"H6a1b2b";"H6a1b";"2"
"H6a1b2c";"H6a1b";"2"
"H6a1b2d";"H6a1b";"2"
"H6a1b2e";"H6a1b2e";"0"
"H6a1b3";"H6a1b";"1"
"H6a1b3a";"H6a1b";"2"
"H6a1b3b";"H6a1b";"2"
"H6a1b4";"H6a1b";"1"
"H6a2";"H6";"2"
"H6a2a";"H6";"3"
"H6b";"H6";"1"
"H6b1";"H6";"2"
"H6b2";"H6";"2"
"H6c";"H6";"1"
"H6c1";"H6";"2"
"H7";"H";"1"
"H7*";"H7*";"0"
"H70";"H";"1"
"H71";"H";"1"
"H72";"H";"1"
"H73";"H";"1"
"H73a";"H";"2"
"H73a1";"H";"3"
"H74";"H31a";"5"
"H75";"H";"1"
"H76";"H";"1"
"H76a";"H";"2"
"H77";"H";"1"
"H78";"H";"1"
"H78*";"H";"2"
"H79";"H";"1"
"H79a";"H1";"3"
"H7a";"H7a";"0"
"H7a1";"H7a";"1"
"H7a1a";"H7a1a";"0"
"H7a1a*";"H7a1a";"1"
"H7a1b";"H7a";"2"
"H7a1c";"H7a";"2"
"H7a1d";"H7a";"2"
"H7a2";"H7a";"1"
"H7b";"H";"2"
"H7b1";"H";"3"
"H7b1*";"H";"4"
"H7b2";"H";"3"
"H7b2a";"H";"4"
"H7b3";"H";"3"
"H7b4";"H";"3"
"H7b5";"H";"3"
"H7b6";"H";"3"
"H7c";"H";"2"
"H7c1";"H";"3"
"H7c2";"H";"3"
"H7c3";"H";"3"
"H7c4";"H";"3"
"H7c5";"H";"3"
"H7c6";"H";"3"
"H7d";"H";"2"
"H7d1";"H";"3"
"H7d2";"H";"3"
"H7d2a";"H";"4"
"H7d3";"H7d3";"0"
"H7d3a";"H7d3";"1"
"H7d4";"H";"3"
"H7d5";"H";"3"
"H7e";"H";"2"
"H7f";"H7f";"0"
"H7g";"H";"2"
"H7h";"H";"2"
"H7h1";"H";"3"
"H7i";"H";"2"
"H7i1";"H";"3"
"H8";"H";"3"
"H8+(114)";"H";"4"
"H8+(114)+152";"H";"5"
"H80";"H";"1"
"H81";"H81";"0"
"H81a";"H81";"1"
"H82";"H";"1"
"H83";"H";"1"
"H84";"H";"1"
"H85";"H";"2"
"H86";"H";"1"
"H87";"H";"1"
"H88";"H";"1"
"H89";"H";"1"
"H8a";"H";"4"
"H8a1";"H";"5"
"H8b";"H";"5"
"H8b1";"H";"6"
"H8b1*";"H";"7"
"H8c";"H";"6"
"H8c1";"H";"7"
"H8c2";"H";"7"
"H9";"H";"2"
"H90";"H";"1"
"H91";"H";"2"
"H92";"H";"1"
"H93";"H";"1"
"H94";"H94";"0"
"H95";"H";"1"
"H95*";"H";"2"
"H95a";"H95a";"0"
"H96";"H";"1"
"H9a";"H7f";"5"
"HV";"HV";"0"
"HV*";"HV";"2"
"HV+16311";"HV";"1"
"HV+16311*";"HV+16311*";"0"
"HV+73";"HV";"1"
"HV0";"HV0";"0"
"HV0+195";"HV0";"1"
"HV0+195*1";"HV0+195*1";"0"
"HV0+195*2";"HV0";"2"
"HV0a";"HV0a";"0"
"HV0a1";"HV0a";"1"
"HV0a1a";"HV0a";"2"
"HV0b";"HV0";"2"
"HV0c";"HV0";"2"
"HV0d";"HV0";"2"
"HV0e";"HV0";"2"
"HV0f";"HV0f";"0"
"HV0g";"HV0g";"0"
"HV1";"HV";"1"
"HV10";"HV";"2"
"HV11";"HV";"2"
"HV11a";"HV";"3"
"HV12";"HV";"1"
"HV12a";"HV";"2"
"HV12a1";"HV";"3"
"HV12b";"HV";"2"
"HV12b1";"HV";"3"
"HV12b1a";"HV12b1a";"0"
"HV13";"HV";"1"
"HV13a";"HV13a";"0"
"HV13b";"HV";"2"
"HV14";"HV";"2"
"HV14a";"HV";"3"
"HV15";"HV";"2"
"HV15*";"HV";"3"
"HV15*1";"HV";"3"
"HV15*2";"HV";"3"
"HV16";"HV";"2"
"HV16*";"HV";"3"
"HV17";"HV";"2"
"HV17a";"HV";"3"
"HV18";"HV";"1"
"HV19";"HV19";"0"
"HV1a";"HV";"3"
"HV1a'b'c";"HV";"2"
"HV1a1";"HV";"4"
"HV1a1a";"HV";"5"
"HV1a1a*1";"HV";"6"
"HV1a1a*2";"HV";"6"
"HV1a1b";"HV";"5"
"HV1a2";"HV";"4"
"HV1a2a";"HV";"5"
"HV1a2b";"HV1a2b";"0"
"HV1a3";"HV1a3";"0"
"HV1a3a";"HV1a3";"1"
"HV1b";"HV";"3"
"HV1b+152";"HV";"4"
"HV1b1";"HV";"4"
"HV1b1a";"HV";"5"
"HV1b1a*";"HV1b1a*";"0"
"HV1b1b";"HV";"5"
"HV1b2";"HV";"5"
"HV1b3";"HV";"5"
"HV1b3a";"HV1b3a";"0"
"HV1b3b";"HV";"6"
"HV1c";"HV";"3"
"HV1d";"HV";"2"
"HV2";"HV2";"0"
"HV20";"HV";"2"
"HV21";"HV";"1"
"HV22";"HV";"2"
"HV23";"HV";"2"
"HV24";"HV";"2"
"HV2a";"HV2a";"0"
"HV2a1";"HV2a";"1"
"HV2a1*1";"HV2a";"2"
"HV2a1*2";"HV2a";"2"
"HV2a2";"HV2a2";"0"
"HV2a3";"HV2a";"1"
"HV4";"HV";"1"
"HV4a";"HV";"2"
"HV4a1";"HV";"3"
"HV4a1*1";"HV";"4"
"HV4a1*2";"HV";"4"
"HV4a1+16291";"HV";"4"
"HV4a1a";"HV";"5"
"HV4a1a*";"HV";"6"
"HV4a1a1";"HV";"6"
"HV4a1a2";"HV";"6"
"HV4a1a3";"HV";"6"
"HV4a1a4";"HV";"6"
"HV4a1a4*";"HV";"7"
"HV4a2";"HV4a2";"0"
"HV4a2a";"HV4a2";"1"
"HV4a2b";"HV4a2";"1"
"HV4a2b*";"HV4a2b*";"0"
"HV4b";"HV4b";"0"
"HV4c";"HV";"2"
"HV5";"HV5";"0"
"HV5a";"HV5";"1"
"HV5b";"HV5";"1"
"HV6";"HV";"2"
"HV6a";"HV";"3"
"HV7";"HV";"2"
"HV8";"HV";"2"
"HV9";"HV";"2"
"HV9+152";"HV";"3"
"HV9a";"HV";"4"
"HV9a1";"HV";"5"
"HV9a1a";"HV";"6"
"HV9a1a*";"HV9a1a*";"0"
"HV9b";"HV";"3"
"HV9c";"HV9c";"0"
"I";"I";"0"
"I*";"I";"1"
"I1";"I1";"0"
"I1*";"I1";"1"
"I1a";"I1";"1"
"I1a*1";"I";"3"
"I1a*2";"I1";"2"
"I1a1";"I1";"2"
"I1a1a";"I1";"3"
"I1a1a1";"I1";"4"
"I1a1a2";"I1";"4"
"I1a1a3";"I1";"4"
"I1a1a3a";"I1";"5"
"I1a1b";"I1a1b";"0"
"I1a1c";"I1";"3"
"I1a1d";"I1a1d";"0"
"I1a1e";"I1";"3"
"I1b";"I1";"1"
"I1b*1";"I1";"2"
"I1b*2";"I1b*2";"0"
"I1b*3";"I1b*2";"2"
"I1c";"I1";"1"
"I1c1";"I1";"2"
"I1c1a";"I1";"3"
"I1d";"I1d";"0"
"I1e";"I1";"1"
"I1f";"I1";"1"
"I2";"I2";"0"
"I2'3";"I";"1"
"I2a";"I2a";"0"
"I2a1";"I2a";"1"
"I2a1a";"I2a";"2"
"I2a2";"I2a";"1"
"I2a3";"I2a";"1"
"I2b";"I2";"1"
"I2c";"I2";"1"
"I2d";"I2";"1"
"I2d*";"I2d*";"0"
"I2e";"I2";"1"
"I2f";"I2";"1"
"I3";"I";"2"
"I3a";"I3a";"0"
"I3a1";"I3a";"1"
"I3b";"I";"3"
"I3c";"I";"3"
"I3d";"I";"3"
"I3d1";"I";"4"
"I4";"I";"1"
"I4a";"I";"2"
"I4a1";"I";"3"
"I4a2";"I";"3"
"I4b";"I";"2"
"I5";"I";"1"
"I5a";"I5a";"0"
"I5a1";"I5a";"1"
"I5a1a";"I5a";"2"
"I5a1b";"I5a";"2"
"I5a1c";"I5a";"2"
"I5a1c*";"I5a1c*";"0"
"I5a2";"I5a";"1"
"I5a2*";"I5a";"2"
"I5a2+16086";"I5a2+16086";"0"
"I5a2a";"I5a2a";"0"
