"hg1";"hg2";"distance"
"N1a1a";"R21";"9"
"N1b2";"H2a2";"11"
"N2a";"B4b1a1";"12"
"N9a7";"H2a2";"10"
"R5a1";"H1b1d";"12"
"R8a1a";"H2a2";"10"
"R9b";"B4b1a1";"11"
"T1a";"T1";"1"
"U1a1*";"U1a1*";"0"
"W1";"W";"1"
"X3a";"B2*5";"13"
"X4";"B2*5";"10"
"Y1a";"H7*";"10"
